1	2
1	22
1	39
1	59
1	99
1	112
1	116
1	154
1	186
2	4
2	39
2	59
2	221
2	229
2	243
3	11
3	102
3	205
4	39
4	41
4	49
4	71
4	75
4	81
4	145
4	188
5	34
5	67
6	11
6	14
6	109
6	152
6	222
8	27
8	49
8	86
8	106
8	177
8	184
8	197
8	210
8	230
8	232
9	18
9	146
9	199
9	203
9	217
9	226
4	10
10	40
10	41
10	68
10	81
10	101
10	123
10	145
10	181
10	188
11	12
12	80
12	94
12	101
12	113
12	132
12	177
12	181
12	194
12	202
13	56
13	134
13	241
14	21
14	184
14	246
15	16
15	19
15	22
15	173
16	19
16	138
16	144
16	167
16	173
16	219
16	226
17	52
17	58
17	124
17	125
17	153
17	157
17	183
17	185
17	195
17	220
19	138
19	148
20	121
20	169
20	221
21	33
14	22
18	22
22	65
22	116
22	135
22	161
23	44
23	97
23	153
23	154
23	157
23	176
23	186
23	235
24	41
24	42
24	84
24	124
24	125
24	145
24	188
24	235
25	41
25	49
25	50
25	139
25	145
25	215
25	219
25	228
25	244
25	247
26	48
26	57
27	51
27	91
27	177
27	184
27	197
27	201
27	208
27	210
27	245
13	28
27	28
28	51
28	87
28	88
28	101
28	134
28	200
28	210
29	41
29	52
29	54
29	100
29	126
29	145
30	66
30	70
30	86
30	87
30	114
30	170
30	177
30	225
30	248
32	71
32	72
32	74
32	96
32	136
32	140
32	224
35	39
35	141
35	154
35	166
35	191
35	209
35	243
27	37
37	83
37	92
37	213
37	233
11	38
38	73
38	93
38	115
38	144
38	194
29	39
39	75
39	100
39	154
39	229
40	42
40	86
40	106
40	170
40	204
40	225
40	230
40	238
40	248
41	49
41	145
41	146
41	215
41	217
41	228
41	244
29	42
42	235
24	43
42	43
43	84
43	159
43	176
44	100
44	157
44	176
44	186
44	235
25	45
45	50
45	78
45	117
45	139
45	148
45	163
45	215
45	228
32	48
48	57
48	89
48	124
48	141
48	176
48	211
49	123
49	145
49	157
49	215
49	228
49	244
49	247
50	53
50	139
50	215
50	219
50	228
51	92
51	168
51	170
49	52
52	81
52	109
52	110
52	126
52	153
52	157
52	176
53	56
53	133
53	146
53	169
53	243
54	56
54	123
54	126
54	134
54	153
54	209
54	229
54	243
55	88
55	110
56	134
56	151
56	235
56	241
56	243
32	57
57	89
57	166
58	63
58	115
58	178
58	195
58	225
4	59
29	59
39	59
59	75
59	91
59	110
3	60
60	67
60	114
60	185
60	245
36	61
61	64
61	129
61	171
61	193
6	62
62	67
62	120
62	223
31	63
63	65
63	66
63	119
63	124
63	125
63	141
63	150
63	176
63	220
30	64
64	129
64	239
3	66
14	66
27	66
66	86
66	98
66	110
66	184
66	234
66	248
67	114
67	120
67	185
67	214
67	222
67	237
4	68
41	68
68	81
68	145
68	188
32	69
57	69
69	71
69	89
69	216
39	70
70	86
70	114
70	127
70	170
70	225
70	248
72	136
72	165
1	73
7	73
18	73
19	73
63	73
65	73
73	121
73	154
36	74
71	74
74	81
74	136
74	143
74	165
41	75
75	99
75	224
76	79
76	87
76	180
76	204
7	77
9	77
18	77
20	77
34	77
65	77
77	146
77	199
77	217
77	221
25	78
50	78
78	148
78	163
78	228
78	247
27	79
79	152
79	180
79	183
79	201
79	204
79	207
80	132
25	81
41	81
49	81
71	81
81	145
81	156
81	174
81	215
81	217
82	86
82	107
82	160
82	230
21	83
27	83
59	83
83	91
83	92
83	204
83	214
17	84
29	84
42	84
71	84
84	99
84	124
84	125
84	235
21	85
33	85
85	95
85	107
85	149
85	168
85	227
85	246
86	106
86	114
86	170
86	204
86	225
86	230
86	248
14	90
21	90
90	227
91	92
91	201
91	210
39	92
87	92
92	114
92	170
92	177
92	184
92	200
92	210
73	93
93	112
93	144
11	94
94	152
94	203
21	95
33	95
94	95
95	107
95	168
95	214
95	227
95	246
75	96
96	99
96	123
96	125
96	126
96	153
96	224
97	164
97	178
97	195
97	198
97	240
98	105
20	99
99	224
4	100
100	154
80	101
101	132
101	194
101	202
101	209
6	102
14	102
90	102
102	168
102	182
37	103
82	103
103	159
103	185
103	190
103	192
103	198
67	104
104	119
104	131
104	160
104	180
104	211
104	218
66	105
79	105
105	131
47	106
92	106
106	204
106	210
106	222
106	225
106	230
21	107
33	107
107	149
107	168
107	227
8	108
27	108
51	108
94	108
108	113
108	177
108	200
108	245
108	248
109	152
9	111
34	111
45	111
65	111
77	111
111	169
111	199
111	217
111	243
112	127
112	129
112	142
112	154
8	113
27	113
51	113
92	113
113	158
113	177
113	200
113	210
28	114
114	170
114	248
32	115
54	115
7	116
45	116
73	116
116	121
50	117
117	139
117	148
117	163
117	219
118	137
118	141
118	147
118	176
23	119
32	119
35	119
119	157
119	218
119	235
120	196
56	121
93	121
121	241
80	122
122	132
41	123
81	123
123	145
123	153
123	188
31	124
52	124
124	125
124	128
124	141
124	156
