1	35
1	63
2	28
2	35
3	59
3	70
4	14
4	20
5	11
5	12
5	69
6	66
6	70
7	53
7	54
8	49
8	63
9	58
9	62
10	33
10	59
11	5
11	59
12	5
12	70
13	69
13	70
14	4
14	57
15	48
15	62
16	67
16	70
17	61
17	62
18	64
18	67
19	62
19	69
20	4
20	57
21	66
21	69
22	63
22	67
23	56
23	59
24	66
24	69
25	48
25	60
26	57
26	65
27	43
27	68
28	2
28	63
29	55
29	67
30	66
30	69
31	55
31	67
31	70
32	33
32	46
32	57
33	10
33	32
33	57
34	51
34	54
34	59
35	1
35	2
35	63
36	53
36	55
36	60
37	45
37	54
37	67
38	59
38	66
38	69
39	57
39	68
39	70
40	48
40	58
40	62
41	49
41	63
41	70
42	44
42	62
42	67
42	70
43	27
43	51
43	63
43	70
44	42
44	48
44	62
44	65
45	37
45	54
45	59
45	65
46	32
46	67
46	68
46	70
47	52
47	55
47	60
47	62
48	15
48	25
48	40
48	44
48	62
49	8
49	41
49	60
49	63
49	68
50	64
50	65
50	66
50	68
50	69
51	34
51	43
51	65
51	66
51	69
52	47
52	53
52	55
52	60
52	66
53	7
53	36
53	52
53	55
53	60
53	62
54	7
54	34
54	37
54	45
54	56
54	59
54	67
55	29
55	31
55	36
55	47
55	52
55	53
55	60
55	61
56	23
56	54
56	58
56	61
56	67
56	68
56	70
57	14
57	20
57	26
57	32
57	33
57	39
57	68
57	69
58	9
58	40
58	56
58	61
58	65
58	67
58	68
58	70
59	3
59	10
59	11
59	23
59	34
59	38
59	45
59	54
59	64
60	25
60	36
60	47
60	49
60	52
60	53
60	55
60	69
60	70
61	17
61	55
61	56
61	58
61	63
61	67
61	68
61	70
62	9
62	15
62	17
62	19
62	40
62	42
62	44
62	47
62	48
62	53
63	1
63	8
63	22
63	28
63	35
63	41
63	43
63	49
63	61
63	64
64	18
64	50
64	59
64	63
64	65
64	66
64	69
65	26
65	44
65	45
65	50
65	51
65	58
65	64
65	66
65	69
66	6
66	21
66	24
66	30
66	38
66	50
66	51
66	52
66	64
66	65
66	69
66	70
67	16
67	18
67	22
67	29
67	31
67	37
67	42
67	46
67	54
67	56
67	58
67	61
67	68
67	70
68	27
68	39
68	46
68	49
68	50
68	56
68	57
68	58
68	61
68	67
68	69
68	70
69	5
69	13
69	19
69	21
69	24
69	30
69	38
69	50
69	51
69	57
69	60
69	64
69	65
69	66
69	68
70	3
70	6
70	12
70	13
70	16
70	31
70	39
70	41
70	42
70	43
70	46
70	56
70	58
70	60
70	61
70	66
70	67
70	68
